hardware,depth_ratio,cx_ratio,init,circuit
tokyo,1.6451612903225807,1.9823008849557522,sa,20Q_gate_Tokyo_large_2_5_1.5_no.9
rochester,5.5,8.83673469387755,random,53Q_gate_Rochester_small_2_15_1.5_no.1
rochester,6.395833333333333,8.359375,identity,53Q_gate_Rochester_large_2_4_1.5_no.4
tokyo,1.8170731707317074,3.32,random,20Q_depth_Tokyo_large_None_1_1.5_no.8
sycamore,6.12962962962963,7.216666666666667,random,53Q_depth_Sycamore_large_None_1_2.55_no.7
sycamore,3.911764705882353,5.6923076923076925,sa,53Q_gate_Sycamore_small_2_0_1.5_no.2
sycamore,3.840909090909091,5.623287671232877,sa,53Q_gate_Sycamore_small_1_2_1.5_no.6
rochester,5.5,6.188405797101449,sa,53Q_gate_Rochester_small_2_15_1.5_no.4
sycamore,3.5277777777777777,5.728,sa,53Q_gate_Sycamore_small_1_0_1.5_no.3
sycamore,3.7954545454545454,5.114285714285714,sa,53Q_gate_Sycamore_small_2_2_1.5_no.7
tokyo,1.5858585858585859,1.7586206896551724,sa,20Q_gate_Tokyo_large_2_10_1.5_no.0
rochester,6.520833333333333,7.638888888888889,sa,53Q_depth_Rochester_large_None_3_1.5_no.8
rochester,5.846153846153846,10.475,random,53Q_gate_Rochester_small_2_4_1.5_no.8
sycamore,5.341176470588235,5.426229508196721,random,53Q_depth_Sycamore_large_None_3_1.5_no.5
sycamore,5.0576923076923075,7.274647887323944,identity,53Q_gate_Sycamore_small_1_4_1.5_no.0
rochester,8.64179104477612,7.594827586206897,random,53Q_gate_Rochester_large_2_15_1.5_no.5
tokyo,2.9,2.5,sabre,20Q_gate_Tokyo_large_2_2_1.5_no.1
tokyo,1.7586206896551724,2.1578947368421053,sabre,20Q_gate_Tokyo_large_1_0_1.5_no.5
rochester,5.966666666666667,8.752212389380531,sa,53Q_gate_Rochester_large_2_2_1.5_no.9
tokyo,2.0652173913043477,1.7419354838709677,sabre,20Q_gate_Tokyo_large_1_2_1.5_no.0
rochester,5.833333333333333,8.245901639344263,identity,53Q_gate_Rochester_large_1_4_1.5_no.2
tokyo,1.2142857142857142,2.3333333333333335,sabre,20Q_gate_Tokyo_large_2_0_1.5_no.4
rochester,4.148148148148148,6.724137931034483,sa,53Q_gate_Rochester_small_1_0_1.5_no.9
sycamore,6.235294117647059,6.877049180327869,identity,53Q_depth_Sycamore_large_None_3_1.5_no.5
sycamore,5.509090909090909,5.786363636363636,identity,53Q_gate_Sycamore_large_1_5_1.5_no.3
sycamore,4.225,4.302013422818792,sabre,53Q_gate_Sycamore_large_2_4_1.5_no.2
sycamore,4.2407407407407405,5.0514018691588785,sabre,53Q_gate_Sycamore_large_2_5_1.5_no.7
rochester,2.9357798165137616,6.934306569343065,sa,53Q_depth_Rochester_small_None_5_2.55_no.8
sycamore,3.926605504587156,4.405737704918033,sa,53Q_gate_Sycamore_small_1_20_1.5_no.1
rochester,8.779661016949152,9.316831683168317,random,53Q_depth_Rochester_large_None_5_1.5_no.5
rochester,8.793103448275861,14.213483146067416,identity,53Q_gate_Rochester_small_2_2_1.5_no.7
sycamore,6.978947368421053,6.26302729528536,identity,53Q_depth_Sycamore_large_None_4_2.55_no.7
tokyo,2.4594594594594597,2.764705882352941,random,20Q_gate_Tokyo_large_1_1_1.5_no.4
rochester,6.371900826446281,4.332493702770781,sa,53Q_gate_Rochester_large_1_25_1.5_no.0
tokyo,1.9101123595505618,3.1044776119402986,random,20Q_depth_Tokyo_large_None_2_1.5_no.5
rochester,9.25,13.932038834951456,random,53Q_gate_Rochester_large_2_1_1.5_no.3
rochester,5.981481481481482,7.315789473684211,sabre,53Q_depth_Rochester_large_None_2_2.55_no.3
rochester,7.611650485436893,6.893280632411067,identity,53Q_gate_Rochester_large_1_20_1.5_no.3
tokyo,1.9824561403508771,2.877094972067039,identity,20Q_gate_Tokyo_large_2_10_1.5_no.3
rochester,9.085106382978724,8.292682926829269,random,53Q_gate_Rochester_small_1_10_1.5_no.1
sycamore,3.797979797979798,3.7638297872340427,sabre,53Q_gate_Sycamore_large_1_15_1.5_no.8
tokyo,2.0246913580246915,2.443396226415094,sabre,20Q_depth_Tokyo_large_None_2_1.5_no.6
sycamore,4.382978723404255,5.325581395348837,sa,53Q_gate_Sycamore_large_2_4_1.5_no.1
rochester,8.545454545454545,12.119047619047619,identity,53Q_gate_Rochester_small_1_2_1.5_no.1
sycamore,4.945054945054945,6.6976744186046515,identity,53Q_depth_Sycamore_small_None_2_2.55_no.4
sycamore,3.8722466960352424,4.630154639175258,sa,53Q_depth_Sycamore_large_None_10_2.55_no.1
rochester,4.595238095238095,6.346938775510204,sa,53Q_gate_Rochester_small_1_4_1.5_no.1
tokyo,2.452830188679245,2.4257425742574257,sabre,20Q_depth_Tokyo_large_None_1_2.55_no.7
sycamore,3.7045454545454546,4.025380710659898,sabre,53Q_gate_Sycamore_large_2_25_1.5_no.0
sycamore,3.5625,4.111524163568773,sabre,53Q_depth_Sycamore_large_None_2_1.5_no.3
rochester,7.648148148148148,11.020942408376964,random,53Q_depth_Rochester_small_None_3_1.5_no.7
sycamore,2.146788990825688,5.209424083769633,sa,53Q_gate_Sycamore_large_1_4_1.5_no.0
tokyo,2.2481751824817517,2.9105263157894736,random,20Q_gate_Tokyo_large_2_15_1.5_no.2
sycamore,3.380952380952381,5.067114093959732,sa,53Q_depth_Sycamore_large_None_1_1.5_no.1
rochester,3.3048780487804876,6.49738219895288,sabre,53Q_depth_Rochester_large_None_4_1.5_no.8
rochester,4.593220338983051,8.116666666666667,sa,53Q_depth_Rochester_small_None_3_1.5_no.2
rochester,5.783333333333333,7.869281045751634,identity,53Q_depth_Rochester_small_None_10_1.5_no.7
rochester,3.819672131147541,4.1629392971246,sabre,53Q_gate_Rochester_small_1_15_1.5_no.6
sycamore,3.105,5.908415841584159,random,53Q_depth_Sycamore_small_None_5_1.5_no.1
rochester,6.226190476190476,5.322033898305085,sa,53Q_gate_Rochester_large_2_20_1.5_no.6
sycamore,6.681818181818182,6.213592233009709,random,53Q_gate_Sycamore_large_2_3_1.5_no.3
rochester,6.1103896103896105,7.5474860335195535,identity,53Q_depth_Rochester_large_None_10_2.55_no.3
rochester,3.3424657534246576,12.571428571428571,identity,53Q_gate_Rochester_small_2_4_1.5_no.7
rochester,4.371428571428571,5.300578034682081,sabre,53Q_gate_Rochester_large_1_3_1.5_no.3
rochester,8.0,9.925,random,53Q_gate_Rochester_large_2_4_1.5_no.5
tokyo,1.511111111111111,1.8571428571428572,sa,20Q_gate_Tokyo_large_1_2_1.5_no.6
rochester,8.88135593220339,8.857692307692307,identity,53Q_gate_Rochester_small_2_15_1.5_no.0
tokyo,1.6734693877551021,2.0813953488372094,sa,20Q_gate_Tokyo_large_2_2_1.5_no.5
rochester,3.3076923076923075,4.8321167883211675,sabre,53Q_gate_Rochester_small_2_5_1.5_no.5
rochester,4.562962962962963,5.612284069097889,sabre,53Q_depth_Rochester_small_None_10_1.5_no.9
sycamore,4.529411764705882,5.915841584158416,random,53Q_gate_Sycamore_small_1_5_1.5_no.5
sycamore,2.3766233766233764,6.945945945945946,identity,53Q_gate_Sycamore_small_2_1_1.5_no.0
tokyo,2.380952380952381,2.5752895752895753,random,20Q_gate_Tokyo_large_1_10_1.5_no.4
sycamore,4.854166666666667,5.025510204081633,sa,53Q_gate_Sycamore_large_2_5_1.5_no.5
rochester,7.791208791208791,6.980728051391863,identity,53Q_gate_Rochester_small_1_25_1.5_no.8
tokyo,1.4788732394366197,2.9846153846153847,identity,20Q_gate_Tokyo_large_2_2_1.5_no.4
sycamore,4.051546391752577,4.403553299492386,sa,53Q_depth_Sycamore_small_None_4_1.5_no.4
rochester,7.166666666666667,10.992481203007518,identity,53Q_depth_Rochester_small_None_1_1.5_no.5
tokyo,2.6041666666666665,2.9603960396039604,identity,20Q_gate_Tokyo_large_2_3_1.5_no.1
sycamore,5.5,5.571830985915493,identity,53Q_gate_Sycamore_small_2_20_1.5_no.4
rochester,7.166666666666667,9.693877551020408,identity,53Q_gate_Rochester_small_1_4_1.5_no.1
sycamore,4.802469135802469,6.144444444444445,identity,53Q_gate_Sycamore_small_2_10_1.5_no.6
rochester,6.925373134328358,8.222641509433963,random,53Q_gate_Rochester_small_1_15_1.5_no.7
sycamore,3.4093264248704664,6.349753694581281,random,53Q_depth_Sycamore_small_None_4_2.55_no.2
sycamore,5.333333333333333,4.475471698113208,sa,53Q_gate_Sycamore_large_1_5_1.5_no.4
sycamore,2.7241379310344827,4.2709677419354835,sabre,53Q_gate_Sycamore_small_1_4_1.5_no.9
sycamore,5.75,4.969543147208122,random,53Q_gate_Sycamore_large_2_25_1.5_no.0
sycamore,5.8061224489795915,6.287769784172662,identity,53Q_gate_Sycamore_large_2_15_1.5_no.2
sycamore,4.0426229508196725,6.243589743589744,identity,53Q_depth_Sycamore_small_None_10_2.55_no.6
sycamore,5.068181818181818,4.746192893401015,identity,53Q_gate_Sycamore_large_2_25_1.5_no.0
rochester,6.607142857142857,13.185567010309278,identity,53Q_gate_Rochester_large_2_2_1.5_no.4
tokyo,1.7844827586206897,2.785425101214575,sabre,20Q_depth_Tokyo_large_None_5_2.55_no.3
tokyo,1.8562091503267975,2.6289592760180995,identity,20Q_gate_Tokyo_large_1_10_1.5_no.6
rochester,1.3898305084745763,6.104477611940299,sabre,53Q_gate_Rochester_small_1_1_1.5_no.5
sycamore,2.9338842975206614,4.73120728929385,sabre,53Q_depth_Sycamore_small_None_5_2.55_no.3
tokyo,1.0933333333333333,1.4382022471910112,sa,20Q_depth_Tokyo_large_None_1_1.5_no.1
sycamore,3.5714285714285716,7.654545454545454,random,53Q_gate_Sycamore_small_2_1_1.5_no.5
sycamore,1.7835051546391754,6.178947368421053,sa,53Q_gate_Sycamore_small_2_1_1.5_no.6
rochester,3.574074074074074,4.493827160493828,sa,53Q_gate_Rochester_small_1_10_1.5_no.2
sycamore,3.6226415094339623,5.565217391304348,sa,53Q_gate_Sycamore_small_1_3_1.5_no.2
tokyo,2.315068493150685,2.8,random,20Q_gate_Tokyo_large_2_5_1.5_no.6
sycamore,3.6303030303030304,5.293868921775899,sa,53Q_depth_Sycamore_large_None_5_1.5_no.9
sycamore,4.466666666666667,4.397849462365591,sabre,53Q_depth_Sycamore_large_None_3_2.55_no.2
sycamore,3.475862068965517,3.8729641693811074,sabre,53Q_gate_Sycamore_large_1_25_1.5_no.5
sycamore,4.970588235294118,6.046728971962617,sa,53Q_gate_Sycamore_small_1_1_1.5_no.7
rochester,7.615384615384615,9.723684210526315,random,53Q_gate_Rochester_large_1_3_1.5_no.2
sycamore,4.536585365853658,4.6909090909090905,sa,53Q_gate_Sycamore_small_2_3_1.5_no.3
sycamore,3.9415584415584415,6.162621359223301,random,53Q_gate_Sycamore_small_1_15_1.5_no.2
rochester,9.345454545454546,7.983606557377049,random,53Q_gate_Rochester_large_2_10_1.5_no.3
tokyo,2.0208333333333335,2.057142857142857,sabre,20Q_gate_Tokyo_large_2_3_1.5_no.5
tokyo,1.537037037037037,2.3676470588235294,sabre,20Q_gate_Tokyo_large_1_1_1.5_no.1
rochester,5.486486486486487,8.153846153846153,sa,53Q_gate_Rochester_large_1_2_1.5_no.3
rochester,4.029850746268656,4.140625,sabre,53Q_gate_Rochester_small_1_15_1.5_no.8
rochester,4.181818181818182,3.7267441860465116,sabre,53Q_gate_Rochester_large_2_25_1.5_no.4
rochester,9.115384615384615,9.42910447761194,identity,53Q_depth_Rochester_large_None_4_1.5_no.4
rochester,4.0,6.903225806451613,sa,53Q_gate_Rochester_small_2_0_1.5_no.3
sycamore,4.0476190476190474,4.494011976047904,sa,53Q_gate_Sycamore_large_2_15_1.5_no.1
tokyo,1.3942307692307692,2.4444444444444446,sabre,20Q_gate_Tokyo_large_1_3_1.5_no.4
tokyo,2.3448275862068964,2.0609756097560976,sabre,20Q_gate_Tokyo_large_2_1_1.5_no.0
sycamore,5.5,4.921259842519685,sa,53Q_depth_Sycamore_large_None_3_2.55_no.5
rochester,8.0,10.804878048780488,identity,53Q_gate_Rochester_large_1_2_1.5_no.2
sycamore,5.088235294117647,8.254545454545454,identity,53Q_gate_Sycamore_large_2_0_1.5_no.3
sycamore,7.204081632653061,6.328260869565217,identity,53Q_depth_Sycamore_large_None_5_1.5_no.5
tokyo,1.9137931034482758,2.277227722772277,sabre,20Q_gate_Tokyo_large_1_15_1.5_no.6
sycamore,5.530612244897959,6.95,identity,53Q_depth_Sycamore_large_None_1_1.5_no.8
tokyo,2.314814814814815,2.2815533980582523,sabre,20Q_depth_Tokyo_large_None_1_2.55_no.0
sycamore,3.6823104693140793,4.6855203619909505,sa,53Q_depth_Sycamore_large_None_10_2.55_no.6
rochester,4.657894736842105,6.15625,sa,53Q_gate_Rochester_small_1_4_1.5_no.6
sycamore,3.823529411764706,5.047337278106509,sa,53Q_gate_Sycamore_large_1_3_1.5_no.6
sycamore,3.7674418604651163,5.595744680851064,sa,53Q_gate_Sycamore_large_2_1_1.5_no.2
tokyo,1.6037735849056605,2.584,sabre,20Q_depth_Tokyo_large_None_2_1.5_no.1
sycamore,3.951219512195122,4.1420118343195265,sabre,53Q_gate_Sycamore_small_2_5_1.5_no.9
sycamore,5.275862068965517,5.907894736842105,random,53Q_gate_Sycamore_large_2_5_1.5_no.1
tokyo,2.186046511627907,3.310810810810811,identity,20Q_gate_Tokyo_large_1_2_1.5_no.1
rochester,2.7560975609756095,5.384615384615385,sabre,53Q_gate_Rochester_large_1_5_1.5_no.1
tokyo,2.2421875,2.650717703349282,random,20Q_gate_Tokyo_large_2_15_1.5_no.5
tokyo,2.1296928327645053,3.0687203791469195,identity,20Q_depth_Tokyo_large_None_10_1.5_no.9
sycamore,1.9803921568627452,4.903614457831325,sa,53Q_gate_Sycamore_large_2_3_1.5_no.7
rochester,5.5131578947368425,8.459821428571429,identity,53Q_gate_Rochester_small_1_10_1.5_no.9
tokyo,1.4423076923076923,3.0,identity,20Q_gate_Tokyo_large_1_3_1.5_no.4
sycamore,3.7941176470588234,5.267605633802817,sa,53Q_gate_Sycamore_large_1_1_1.5_no.3
rochester,3.696969696969697,7.267326732673268,sabre,53Q_gate_Rochester_small_2_3_1.5_no.7
sycamore,5.704545454545454,6.735294117647059,random,53Q_gate_Sycamore_small_1_3_1.5_no.7
sycamore,5.36231884057971,6.306772908366534,random,53Q_depth_Sycamore_large_None_2_1.5_no.1
rochester,3.6141732283464565,7.539792387543253,sa,53Q_depth_Rochester_small_None_5_2.55_no.9
sycamore,4.35251798561151,3.731003039513678,sa,53Q_gate_Sycamore_small_1_25_1.5_no.2
tokyo,2.149532710280374,2.265984654731458,sabre,20Q_gate_Tokyo_large_2_25_1.5_no.9
rochester,3.557142857142857,6.9405940594059405,sabre,53Q_depth_Rochester_small_None_3_1.5_no.8
rochester,8.0,8.526501766784452,identity,53Q_gate_Rochester_small_2_20_1.5_no.1
sycamore,4.688888888888889,6.78,identity,53Q_gate_Sycamore_large_2_3_1.5_no.4
tokyo,1.8671875,2.1339712918660285,sa,20Q_gate_Tokyo_large_2_15_1.5_no.5
tokyo,1.7076923076923076,3.1818181818181817,random,20Q_gate_Tokyo_large_1_1_1.5_no.3
rochester,6.413223140495868,4.690647482014389,sa,53Q_gate_Rochester_large_1_25_1.5_no.7
tokyo,2.2753623188405796,2.9714285714285715,random,20Q_depth_Tokyo_large_None_2_1.5_no.4
sycamore,3.1411042944785277,6.327205882352941,identity,53Q_depth_Sycamore_small_None_3_2.55_no.8
sycamore,6.571428571428571,7.846774193548387,random,53Q_gate_Sycamore_large_1_1_1.5_no.1
sycamore,4.60377358490566,7.402439024390244,random,53Q_depth_Sycamore_small_None_1_1.5_no.3
rochester,1.423728813559322,7.082191780821918,sabre,53Q_gate_Rochester_large_2_1_1.5_no.1
tokyo,1.5100671140939597,2.0714285714285716,sa,20Q_gate_Tokyo_large_1_10_1.5_no.9
sycamore,2.1298701298701297,7.36322869955157,random,53Q_depth_Sycamore_small_None_2_2.55_no.8
tokyo,1.4556962025316456,1.6328125,sabre,20Q_gate_Tokyo_large_1_5_1.5_no.6
sycamore,4.931818181818182,7.0,identity,53Q_gate_Sycamore_small_2_2_1.5_no.7
tokyo,1.380952380952381,1.9727722772277227,sa,20Q_depth_Tokyo_large_None_10_1.5_no.6
rochester,6.466666666666667,15.070422535211268,random,53Q_gate_Rochester_large_2_0_1.5_no.7
tokyo,1.791044776119403,2.0476190476190474,sabre,20Q_gate_Tokyo_large_2_5_1.5_no.7
sycamore,4.795454545454546,5.54054054054054,sa,53Q_gate_Sycamore_small_2_5_1.5_no.1
sycamore,2.0054945054945055,4.555555555555555,sabre,53Q_depth_Sycamore_large_None_2_2.55_no.3
tokyo,1.576086956521739,3.6625,random,20Q_depth_Tokyo_large_None_1_1.5_no.9
rochester,3.5789473684210527,5.967741935483871,sabre,53Q_gate_Rochester_small_2_3_1.5_no.9
tokyo,2.1685823754789273,2.864485981308411,identity,20Q_depth_Tokyo_large_None_10_1.5_no.7
sycamore,5.24,6.188775510204081,random,53Q_gate_Sycamore_small_1_3_1.5_no.9
sycamore,3.206896551724138,4.391304347826087,sa,53Q_gate_Sycamore_small_1_5_1.5_no.0
rochester,4.425925925925926,6.012820512820513,sa,53Q_gate_Rochester_small_2_15_1.5_no.3
sycamore,3.347670250896057,5.756793478260869,identity,53Q_depth_Sycamore_small_None_10_1.5_no.7
sycamore,2.606299212598425,6.733788395904437,random,53Q_depth_Sycamore_small_None_3_2.55_no.1
rochester,6.673076923076923,6.5476190476190474,sa,53Q_depth_Rochester_large_None_3_1.5_no.9
sycamore,4.339622641509434,4.15566037735849,sabre,53Q_gate_Sycamore_small_2_10_1.5_no.2
sycamore,3.1968911917098444,4.413793103448276,sabre,53Q_depth_Sycamore_small_None_4_2.55_no.2
tokyo,2.2542372881355934,2.6774193548387095,sabre,20Q_gate_Tokyo_large_1_4_1.5_no.2
tokyo,1.9878048780487805,3.64,identity,20Q_depth_Tokyo_large_None_1_1.5_no.8
rochester,4.029411764705882,6.717948717948718,sa,53Q_gate_Rochester_large_1_2_1.5_no.4
sycamore,3.088888888888889,6.813031161473088,random,53Q_depth_Sycamore_small_None_4_1.5_no.5
sycamore,4.900497512437811,5.842293906810036,random,53Q_depth_Sycamore_large_None_10_1.5_no.2
rochester,4.576923076923077,7.76595744680851,sa,53Q_gate_Rochester_small_2_0_1.5_no.4
sycamore,3.4096385542168677,4.477966101694915,sa,53Q_gate_Sycamore_large_2_10_1.5_no.2
rochester,5.36,6.072886297376093,sabre,53Q_depth_Rochester_large_None_5_2.55_no.0
rochester,5.571428571428571,7.563451776649746,random,53Q_gate_Rochester_large_2_5_1.5_no.1
tokyo,1.9852941176470589,2.53781512605042,sabre,20Q_gate_Tokyo_large_2_4_1.5_no.3
tokyo,1.856164383561644,2.4075829383886256,sabre,20Q_gate_Tokyo_large_1_10_1.5_no.5
sycamore,6.082089552238806,4.932496075353218,random,53Q_gate_Sycamore_large_1_20_1.5_no.3
sycamore,3.746606334841629,6.9071428571428575,identity,53Q_depth_Sycamore_small_None_5_2.55_no.2
sycamore,5.155555555555556,5.612903225806452,sa,53Q_depth_Sycamore_large_None_3_2.55_no.2
sycamore,3.061224489795918,4.682758620689655,sabre,53Q_depth_Sycamore_large_None_10_2.55_no.8
tokyo,2.024390243902439,2.369811320754717,sabre,20Q_depth_Tokyo_large_None_5_2.55_no.4
rochester,4.7936507936507935,6.3023255813953485,sabre,53Q_depth_Rochester_large_None_4_2.55_no.9
rochester,6.046511627906977,4.303643724696356,sabre,53Q_gate_Rochester_large_1_20_1.5_no.9
sycamore,2.765957446808511,5.859424920127796,identity,53Q_depth_Sycamore_large_None_3_2.55_no.1
rochester,8.674418604651162,7.637651821862348,random,53Q_gate_Rochester_large_1_20_1.5_no.9
rochester,5.866666666666666,6.0590909090909095,sa,53Q_gate_Rochester_small_1_10_1.5_no.5
tokyo,2.641509433962264,3.198019801980198,identity,20Q_depth_Tokyo_large_None_1_2.55_no.7
sycamore,5.093023255813954,5.310126582278481,sa,53Q_gate_Sycamore_small_2_4_1.5_no.5
rochester,4.264150943396227,5.269230769230769,sabre,53Q_gate_Rochester_small_2_10_1.5_no.5
tokyo,2.767857142857143,2.7837837837837838,random,20Q_gate_Tokyo_large_2_5_1.5_no.1
sycamore,4.529968454258675,5.966165413533835,random,53Q_depth_Sycamore_large_None_10_2.55_no.4
sycamore,2.7142857142857144,4.8924050632911396,sa,53Q_gate_Sycamore_small_1_4_1.5_no.4
tokyo,1.5478260869565217,3.0602409638554215,identity,20Q_depth_Tokyo_large_None_1_2.55_no.9
sycamore,4.279503105590062,5.427745664739884,identity,53Q_gate_Sycamore_small_1_25_1.5_no.3
sycamore,3.233695652173913,5.919395465994962,identity,53Q_gate_Sycamore_small_1_15_1.5_no.1
sycamore,3.975609756097561,5.090909090909091,sa,53Q_gate_Sycamore_large_1_2_1.5_no.2
sycamore,1.8717948717948718,4.896551724137931,sa,53Q_gate_Sycamore_large_2_0_1.5_no.6
tokyo,2.0,2.4625,random,20Q_gate_Tokyo_large_1_10_1.5_no.3
sycamore,2.7962962962962963,7.211764705882353,identity,53Q_gate_Sycamore_small_1_3_1.5_no.8
rochester,7.352941176470588,4.715421303656598,sabre,53Q_gate_Rochester_large_1_20_1.5_no.7
sycamore,1.7621621621621621,5.147651006711409,sa,53Q_depth_Sycamore_small_None_4_1.5_no.3
sycamore,3.6444444444444444,5.316546762589928,sa,53Q_gate_Sycamore_large_2_2_1.5_no.3
sycamore,3.433333333333333,5.047169811320755,sa,53Q_gate_Sycamore_large_1_0_1.5_no.7
sycamore,6.48051948051948,5.731428571428571,identity,53Q_gate_Sycamore_large_1_10_1.5_no.5
sycamore,3.6707317073170733,4.266871165644171,sabre,53Q_gate_Sycamore_small_1_10_1.5_no.7
sycamore,4.863636363636363,5.608695652173913,identity,53Q_gate_Sycamore_large_1_20_1.5_no.7
rochester,8.25,11.008849557522124,random,53Q_gate_Rochester_large_1_2_1.5_no.6
tokyo,2.8,3.535211267605634,random,20Q_gate_Tokyo_large_2_1_1.5_no.9
rochester,7.409836065573771,8.473118279569892,identity,53Q_depth_Rochester_large_None_5_1.5_no.6
rochester,9.1625,7.399515738498789,identity,53Q_gate_Rochester_large_1_15_1.5_no.2
sycamore,4.649122807017544,5.984848484848484,sa,53Q_depth_Sycamore_large_None_1_1.5_no.6
tokyo,3.697674418604651,3.074766355140187,identity,20Q_depth_Tokyo_large_None_1_1.5_no.6
rochester,6.04,5.69060773480663,sa,53Q_gate_Rochester_large_2_20_1.5_no.1
rochester,4.604651162790698,6.926108374384237,sa,53Q_depth_Rochester_small_None_3_1.5_no.3
sycamore,3.982456140350877,3.2231075697211153,sabre,53Q_gate_Sycamore_large_1_4_1.5_no.7
tokyo,1.3291139240506329,1.9873417721518987,sa,20Q_gate_Tokyo_large_1_3_1.5_no.2
sycamore,4.20066889632107,6.4277198211624444,random,53Q_depth_Sycamore_small_None_10_2.55_no.0
sycamore,3.220216606498195,4.152714932126697,sabre,53Q_depth_Sycamore_large_None_10_2.55_no.6
sycamore,3.4444444444444446,4.072463768115942,sabre,53Q_gate_Sycamore_large_1_5_1.5_no.2
sycamore,2.905982905982906,4.539634146341464,sabre,53Q_depth_Sycamore_large_None_4_1.5_no.1
tokyo,1.625,2.4257425742574257,sa,20Q_gate_Tokyo_large_2_3_1.5_no.1
sycamore,4.155555555555556,7.4186046511627906,random,53Q_gate_Sycamore_small_2_10_1.5_no.1
rochester,7.107142857142857,13.402439024390244,identity,53Q_gate_Rochester_large_2_0_1.5_no.9
rochester,4.488372093023256,5.881081081081081,sa,53Q_gate_Rochester_large_1_5_1.5_no.6
rochester,5.162790697674419,8.26206896551724,sa,53Q_depth_Rochester_large_None_1_2.55_no.8
sycamore,4.28125,5.0,sa,53Q_gate_Sycamore_small_1_1_1.5_no.8
rochester,8.063492063492063,10.051724137931034,identity,53Q_depth_Rochester_large_None_5_1.5_no.3
rochester,7.708333333333333,5.996282527881041,sabre,53Q_gate_Rochester_large_1_20_1.5_no.8
rochester,3.6,11.062992125984252,random,53Q_gate_Rochester_small_2_5_1.5_no.8
rochester,2.2637362637362637,7.454545454545454,sabre,53Q_depth_Rochester_small_None_1_2.55_no.8
rochester,4.651162790697675,4.769911504424779,sabre,53Q_gate_Rochester_small_2_10_1.5_no.4
sycamore,3.787878787878788,5.555555555555555,sa,53Q_gate_Sycamore_small_2_1_1.5_no.9
tokyo,1.7445255474452555,3.4074074074074074,identity,20Q_depth_Tokyo_large_None_1_2.55_no.6
sycamore,4.4495412844036695,6.434163701067615,random,53Q_depth_Sycamore_large_None_2_1.5_no.5
sycamore,3.0644257703081235,5.118898623279099,sabre,53Q_depth_Sycamore_large_None_10_2.55_no.9
tokyo,2.076923076923077,3.1272727272727274,identity,20Q_gate_Tokyo_large_2_1_1.5_no.8
sycamore,3.2845528455284554,7.3076923076923075,identity,53Q_gate_Sycamore_small_1_4_1.5_no.1
sycamore,6.241666666666666,5.03125,random,53Q_gate_Sycamore_large_1_20_1.5_no.2
sycamore,4.253521126760563,4.520900321543408,sa,53Q_gate_Sycamore_small_2_15_1.5_no.2
tokyo,2.1837837837837837,2.193548387096774,sabre,20Q_gate_Tokyo_large_1_15_1.5_no.9
sycamore,6.857142857142857,6.779411764705882,identity,53Q_depth_Sycamore_large_None_1_2.55_no.9
tokyo,3.0416666666666665,3.4174757281553396,random,20Q_gate_Tokyo_large_2_2_1.5_no.3
tokyo,2.484848484848485,2.576923076923077,identity,20Q_gate_Tokyo_large_2_2_1.5_no.7
tokyo,1.576086956521739,3.5125,identity,20Q_depth_Tokyo_large_None_1_1.5_no.9
rochester,7.282051282051282,6.793893129770993,identity,53Q_gate_Rochester_small_2_25_1.5_no.4
tokyo,2.489795918367347,3.3333333333333335,identity,20Q_gate_Tokyo_large_2_3_1.5_no.2
sycamore,2.5842391304347827,4.350985221674877,sabre,53Q_depth_Sycamore_large_None_10_2.55_no.7
sycamore,6.431818181818182,7.344262295081967,random,53Q_depth_Sycamore_small_None_1_1.5_no.7
tokyo,1.8709677419354838,3.0847457627118646,random,20Q_depth_Tokyo_large_None_2_1.5_no.2
sycamore,5.462962962962963,6.492753623188406,identity,53Q_gate_Sycamore_large_1_5_1.5_no.2
sycamore,3.4052287581699345,3.022972972972973,sabre,53Q_gate_Sycamore_large_1_25_1.5_no.6
sycamore,2.747826086956522,6.080188679245283,random,53Q_gate_Sycamore_small_2_10_1.5_no.0
sycamore,3.3375,7.310975609756097,identity,53Q_depth_Sycamore_small_None_1_1.5_no.8
rochester,4.440677966101695,9.21476510067114,identity,53Q_gate_Rochester_small_1_5_1.5_no.9
sycamore,2.5323741007194243,4.212464589235127,sabre,53Q_depth_Sycamore_large_None_4_1.5_no.0
sycamore,3.142857142857143,5.191637630662021,sa,53Q_depth_Sycamore_small_None_3_1.5_no.1
tokyo,1.382716049382716,1.6363636363636365,sa,20Q_gate_Tokyo_large_2_15_1.5_no.1
rochester,7.515151515151516,8.728971962616823,random,53Q_depth_Rochester_large_None_5_1.5_no.4
tokyo,1.7945205479452055,2.6492890995260665,identity,20Q_gate_Tokyo_large_1_10_1.5_no.5
rochester,5.892857142857143,12.352272727272727,random,53Q_gate_Rochester_large_2_0_1.5_no.3
tokyo,2.423076923076923,2.871287128712871,identity,20Q_depth_Tokyo_large_None_1_1.5_no.7
rochester,10.865384615384615,9.404761904761905,identity,53Q_depth_Rochester_large_None_3_1.5_no.9
rochester,4.048192771084337,11.6125,random,53Q_depth_Rochester_small_None_3_1.5_no.6
tokyo,2.2542372881355934,2.6601941747572817,identity,20Q_depth_Tokyo_large_None_1_2.55_no.8
