hardware,depth_ratio,cx_ratio,init,circuit
tokyo,1.105263157894737,2.3043478260869565,sa,20Q_gate_Tokyo_large_2_3_1.5_no.4
sycamore,4.267605633802817,5.235294117647059,sabre,53Q_depth_Sycamore_small_None_1_2.55_no.7
rochester,4.552083333333333,5.597402597402597,sabre,53Q_depth_Rochester_large_None_5_2.55_no.5
rochester,7.095238095238095,10.54,random,53Q_gate_Rochester_large_2_5_1.5_no.4
rochester,6.864406779661017,7.22258064516129,sa,53Q_depth_Rochester_large_None_5_1.5_no.9
sycamore,2.863157894736842,3.889705882352941,sabre,53Q_depth_Sycamore_large_None_3_1.5_no.0
sycamore,4.02,6.8305647840531565,identity,53Q_depth_Sycamore_large_None_4_2.55_no.0
rochester,5.947368421052632,11.75,identity,53Q_gate_Rochester_small_2_2_1.5_no.0
rochester,8.9625,6.6466666666666665,identity,53Q_gate_Rochester_large_1_20_1.5_no.4
tokyo,1.7761194029850746,1.8095238095238095,sabre,20Q_gate_Tokyo_large_2_5_1.5_no.5
rochester,5.674418604651163,5.532374100719425,sabre,53Q_gate_Rochester_small_2_25_1.5_no.8
rochester,5.404761904761905,4.421978021978022,sabre,53Q_gate_Rochester_large_1_15_1.5_no.4
sycamore,4.020408163265306,4.614457831325301,sa,53Q_gate_Sycamore_small_2_4_1.5_no.7
rochester,6.578947368421052,10.375,identity,53Q_gate_Rochester_small_1_4_1.5_no.6
tokyo,2.438202247191011,2.6984126984126986,identity,20Q_gate_Tokyo_large_2_10_1.5_no.8
sycamore,3.1414141414141414,2.9134396355353074,sabre,53Q_gate_Sycamore_large_1_15_1.5_no.3
sycamore,3.8227848101265822,7.17910447761194,random,53Q_gate_Sycamore_small_1_4_1.5_no.6
sycamore,3.685185185185185,6.754098360655738,identity,53Q_gate_Sycamore_small_1_4_1.5_no.5
rochester,4.787878787878788,5.374045801526718,sabre,53Q_gate_Rochester_small_2_4_1.5_no.6
sycamore,3.5743589743589745,7.021686746987951,identity,53Q_depth_Sycamore_small_None_4_2.55_no.9
sycamore,3.767123287671233,5.087837837837838,sa,53Q_depth_Sycamore_large_None_5_2.55_no.2
sycamore,5.702970297029703,5.890410958904109,random,53Q_depth_Sycamore_small_None_3_2.55_no.4
rochester,4.512820512820513,7.882352941176471,sabre,53Q_gate_Rochester_large_1_2_1.5_no.0
sycamore,3.507645259938838,5.902439024390244,identity,53Q_depth_Sycamore_small_None_10_2.55_no.1
tokyo,1.9452554744525548,2.3550561797752807,identity,20Q_gate_Tokyo_large_1_20_1.5_no.0
sycamore,3.367088607594937,5.298507462686567,sa,53Q_gate_Sycamore_small_1_4_1.5_no.6
sycamore,5.17948717948718,6.112676056338028,random,53Q_gate_Sycamore_large_2_2_1.5_no.0
tokyo,1.7710843373493976,2.4867256637168142,sabre,20Q_gate_Tokyo_large_1_4_1.5_no.0
sycamore,4.769230769230769,7.340425531914893,random,53Q_depth_Sycamore_small_None_1_1.5_no.6
tokyo,1.3836477987421383,1.607843137254902,sa,20Q_gate_Tokyo_large_2_15_1.5_no.0
sycamore,2.446376811594203,4.2225063938618925,sa,53Q_depth_Sycamore_small_None_10_1.5_no.4
rochester,8.291666666666666,10.083333333333334,identity,53Q_depth_Rochester_large_None_3_1.5_no.8
tokyo,1.2962962962962963,2.589403973509934,sabre,20Q_depth_Tokyo_large_None_3_2.55_no.4
sycamore,4.205128205128205,4.192982456140351,sabre,53Q_gate_Sycamore_large_2_4_1.5_no.9
sycamore,4.852941176470588,8.851063829787234,random,53Q_gate_Sycamore_small_2_0_1.5_no.8
rochester,3.3666666666666667,7.6923076923076925,sabre,53Q_gate_Rochester_small_1_0_1.5_no.8
sycamore,4.666666666666667,5.108695652173913,sa,53Q_gate_Sycamore_large_2_10_1.5_no.0
rochester,8.764705882352942,9.545871559633028,identity,53Q_gate_Rochester_small_2_15_1.5_no.7
tokyo,2.4074074074074074,2.9514563106796117,random,20Q_depth_Tokyo_large_None_1_2.55_no.0
rochester,6.0344827586206895,11.90625,identity,53Q_gate_Rochester_small_2_4_1.5_no.0
tokyo,1.7446808510638299,2.164705882352941,sabre,20Q_gate_Tokyo_large_2_4_1.5_no.1
sycamore,2.2688172043010755,3.942934782608696,sabre,53Q_depth_Sycamore_small_None_10_1.5_no.7
tokyo,2.361344537815126,2.3658536585365852,sabre,20Q_gate_Tokyo_large_1_10_1.5_no.7
rochester,4.774193548387097,13.043478260869565,random,53Q_gate_Rochester_large_2_0_1.5_no.2
tokyo,2.132911392405063,2.823529411764706,identity,20Q_depth_Tokyo_large_None_4_2.55_no.2
sycamore,5.576576576576577,5.067685589519651,random,53Q_gate_Sycamore_small_2_25_1.5_no.2
sycamore,6.28125,7.4363636363636365,random,53Q_gate_Sycamore_small_2_0_1.5_no.6
sycamore,5.60377358490566,6.524229074889868,random,53Q_depth_Sycamore_large_None_2_1.5_no.4
rochester,3.125,7.458333333333333,sabre,53Q_gate_Rochester_small_1_0_1.5_no.6
rochester,6.47457627118644,11.266666666666667,random,53Q_depth_Rochester_small_None_3_1.5_no.2
rochester,4.223140495867769,8.292134831460674,sa,53Q_depth_Rochester_small_None_4_2.55_no.7
sycamore,5.344827586206897,5.662162162162162,random,53Q_gate_Sycamore_large_1_15_1.5_no.0
rochester,4.19,7.93,sa,53Q_depth_Rochester_large_None_4_2.55_no.2
sycamore,4.175,6.622047244094488,identity,53Q_gate_Sycamore_large_1_1_1.5_no.9
rochester,4.166666666666667,4.859375,sa,53Q_gate_Rochester_large_2_4_1.5_no.4
sycamore,5.3119266055045875,5.96304347826087,identity,53Q_depth_Sycamore_large_None_5_1.5_no.2
sycamore,3.0352941176470587,4.6196078431372545,sabre,53Q_depth_Sycamore_small_None_10_1.5_no.9
rochester,8.03225806451613,10.875912408759124,identity,53Q_gate_Rochester_large_1_2_1.5_no.5
rochester,8.079365079365079,9.906574394463668,random,53Q_depth_Rochester_large_None_5_1.5_no.0
sycamore,3.4,4.557522123893805,sa,53Q_gate_Sycamore_large_2_0_1.5_no.4
rochester,3.6910569105691056,8.340909090909092,sa,53Q_depth_Rochester_small_None_5_1.5_no.3
sycamore,4.090909090909091,5.185185185185185,sa,53Q_gate_Sycamore_large_1_2_1.5_no.0
rochester,6.975,11.11111111111111,identity,53Q_gate_Rochester_large_2_2_1.5_no.3
tokyo,2.8363636363636364,3.1346153846153846,random,20Q_gate_Tokyo_large_1_3_1.5_no.1
rochester,8.047619047619047,9.109215017064846,identity,53Q_depth_Rochester_large_None_5_1.5_no.2
rochester,4.122222222222222,5.108333333333333,sabre,53Q_gate_Rochester_small_2_25_1.5_no.6
sycamore,6.479166666666667,5.5,identity,53Q_gate_Sycamore_large_1_5_1.5_no.6
rochester,5.5,9.594594594594595,random,53Q_gate_Rochester_small_2_5_1.5_no.9
rochester,1.9142857142857144,8.512820512820513,sabre,53Q_depth_Rochester_small_None_1_2.55_no.9
sycamore,5.258064516129032,6.037735849056604,sa,53Q_gate_Sycamore_large_1_0_1.5_no.5
sycamore,4.833333333333333,5.872340425531915,sa,53Q_gate_Sycamore_large_2_2_1.5_no.1
sycamore,6.291666666666667,7.383333333333334,random,53Q_gate_Sycamore_small_1_4_1.5_no.8
rochester,4.837837837837838,4.747875354107649,sa,53Q_gate_Rochester_large_1_10_1.5_no.8
tokyo,1.7619047619047619,3.04,random,20Q_depth_Tokyo_large_None_5_2.55_no.2
rochester,3.6923076923076925,6.325,sabre,53Q_gate_Rochester_small_2_4_1.5_no.8
rochester,6.4,7.22258064516129,random,53Q_gate_Rochester_large_2_10_1.5_no.6
rochester,3.3191489361702127,10.2625,random,53Q_depth_Rochester_large_None_2_1.5_no.8
tokyo,2.0555555555555554,1.6,sa,20Q_gate_Tokyo_large_1_2_1.5_no.3
rochester,7.378048780487805,7.142857142857143,identity,53Q_gate_Rochester_small_2_20_1.5_no.6
tokyo,1.6363636363636365,2.2972972972972974,sa,20Q_gate_Tokyo_large_2_2_1.5_no.0
tokyo,1.8846153846153846,2.377049180327869,sabre,20Q_gate_Tokyo_large_1_0_1.5_no.7
tokyo,1.8125,2.0776699029126213,sabre,20Q_gate_Tokyo_large_2_2_1.5_no.3
tokyo,1.8836206896551724,2.8582995951417005,identity,20Q_depth_Tokyo_large_None_5_2.55_no.3
sycamore,5.305555555555555,6.7518796992481205,random,53Q_gate_Sycamore_small_1_2_1.5_no.4
sycamore,4.020833333333333,4.095022624434389,sabre,53Q_gate_Sycamore_large_1_5_1.5_no.9
rochester,2.4285714285714284,6.4,sabre,53Q_gate_Rochester_small_2_2_1.5_no.4
tokyo,2.066666666666667,2.622950819672131,sabre,20Q_gate_Tokyo_large_2_0_1.5_no.6
tokyo,2.0,2.8904109589041096,sabre,20Q_gate_Tokyo_large_1_2_1.5_no.2
rochester,4.875,5.114754098360656,sabre,53Q_gate_Rochester_large_1_4_1.5_no.2
sycamore,5.175,7.02013422818792,random,53Q_gate_Sycamore_large_2_4_1.5_no.2
rochester,3.8333333333333335,6.575384615384616,sa,53Q_depth_Rochester_large_None_5_1.5_no.8
sycamore,4.694444444444445,4.81203007518797,sa,53Q_gate_Sycamore_small_1_2_1.5_no.4
sycamore,3.6,6.526315789473684,sa,53Q_gate_Sycamore_small_2_0_1.5_no.0
sycamore,3.0384615384615383,3.898591549295775,sabre,53Q_gate_Sycamore_small_2_20_1.5_no.4
tokyo,1.9296116504854368,2.825,sabre,20Q_depth_Tokyo_large_None_10_2.55_no.2
sycamore,5.085714285714285,5.3474576271186445,sa,53Q_gate_Sycamore_small_2_2_1.5_no.5
sycamore,3.6666666666666665,5.8,sa,53Q_gate_Sycamore_small_1_0_1.5_no.1
rochester,3.4047619047619047,6.950413223140496,sa,53Q_gate_Rochester_small_2_2_1.5_no.1
rochester,2.522727272727273,8.475409836065573,sa,53Q_gate_Rochester_large_1_0_1.5_no.1
rochester,7.377777777777778,8.523076923076923,random,53Q_gate_Rochester_large_1_3_1.5_no.7
rochester,6.490909090909091,5.381578947368421,sa,53Q_gate_Rochester_large_2_15_1.5_no.9
sycamore,4.840909090909091,5.211538461538462,sa,53Q_gate_Sycamore_large_2_4_1.5_no.3
rochester,3.096774193548387,6.956521739130435,sabre,53Q_gate_Rochester_large_2_0_1.5_no.2
rochester,7.285714285714286,8.251012145748987,random,53Q_gate_Rochester_small_1_15_1.5_no.2
sycamore,2.9166666666666665,4.589285714285714,sabre,53Q_depth_Sycamore_small_None_1_1.5_no.5
sycamore,6.314285714285714,7.494845360824742,random,53Q_gate_Sycamore_large_1_0_1.5_no.2
sycamore,4.115241635687732,6.087649402390438,identity,53Q_depth_Sycamore_small_None_10_1.5_no.0
rochester,4.492063492063492,13.080357142857142,random,53Q_depth_Rochester_large_None_1_2.55_no.9
sycamore,5.4728682170542635,5.566744730679157,random,53Q_depth_Sycamore_small_None_4_2.55_no.7
sycamore,1.4492753623188406,4.604651162790698,sa,53Q_depth_Sycamore_large_None_1_2.55_no.1
sycamore,3.109090909090909,3.6872037914691944,sa,53Q_gate_Sycamore_large_1_4_1.5_no.2
tokyo,1.891566265060241,2.7394957983193278,random,20Q_depth_Tokyo_large_None_4_1.5_no.5
sycamore,4.825396825396825,4.682310469314079,sa,53Q_depth_Sycamore_large_None_3_1.5_no.3
sycamore,4.608333333333333,5.764705882352941,identity,53Q_gate_Sycamore_large_1_10_1.5_no.0
sycamore,2.880299251870324,5.048469387755102,sa,53Q_depth_Sycamore_small_None_10_2.55_no.8
sycamore,6.616666666666666,5.1792763157894735,identity,53Q_gate_Sycamore_large_1_20_1.5_no.2
rochester,7.92436974789916,9.162661737523106,identity,53Q_depth_Rochester_large_None_10_1.5_no.8
rochester,4.864864864864865,7.046875,sa,53Q_gate_Rochester_large_1_4_1.5_no.9
sycamore,4.444444444444445,5.939655172413793,random,53Q_depth_Sycamore_small_None_5_1.5_no.4
tokyo,2.091891891891892,2.535836177474403,sabre,20Q_gate_Tokyo_large_2_20_1.5_no.8
sycamore,4.637254901960785,4.4560570071258905,sa,53Q_gate_Sycamore_small_1_20_1.5_no.3
sycamore,4.077319587628866,5.114139693356048,identity,53Q_gate_Sycamore_small_1_25_1.5_no.6
rochester,6.4523809523809526,9.594594594594595,random,53Q_gate_Rochester_large_2_4_1.5_no.0
sycamore,3.085889570552147,5.888888888888889,identity,53Q_gate_Sycamore_small_1_15_1.5_no.4
sycamore,3.753846153846154,5.508474576271187,sa,53Q_depth_Sycamore_small_None_1_2.55_no.9
sycamore,2.8518518518518516,4.308411214953271,sa,53Q_gate_Sycamore_large_2_5_1.5_no.7
sycamore,5.288888888888889,6.92,identity,53Q_gate_Sycamore_large_2_3_1.5_no.1
sycamore,7.955056179775281,6.30635838150289,identity,53Q_depth_Sycamore_large_None_3_2.55_no.6
tokyo,1.6352941176470588,2.033112582781457,sa,20Q_gate_Tokyo_large_2_10_1.5_no.5
sycamore,4.275229357798165,3.625,sabre,53Q_gate_Sycamore_small_1_20_1.5_no.1
rochester,6.770491803278689,8.378676470588236,random,53Q_gate_Rochester_small_1_10_1.5_no.4
tokyo,1.9857142857142858,3.0714285714285716,random,20Q_gate_Tokyo_large_1_3_1.5_no.6
rochester,3.8823529411764706,5.969465648854962,sa,53Q_depth_Rochester_small_None_5_1.5_no.2
rochester,6.21969696969697,9.719565217391304,identity,53Q_depth_Rochester_small_None_10_1.5_no.3
sycamore,5.5,4.285123966942149,sa,53Q_gate_Sycamore_large_1_5_1.5_no.6
sycamore,3.543859649122807,3.7713004484304933,sabre,53Q_gate_Sycamore_small_2_10_1.5_no.9
tokyo,1.8232758620689655,2.6761133603238867,random,20Q_depth_Tokyo_large_None_5_2.55_no.3
rochester,4.76555023923445,8.608610567514678,identity,53Q_depth_Rochester_large_None_10_2.55_no.7
sycamore,5.486238532110092,5.420081967213115,random,53Q_gate_Sycamore_small_1_20_1.5_no.1
tokyo,1.4579439252336448,2.0423162583518932,sa,20Q_depth_Tokyo_large_None_10_2.55_no.5
rochester,8.088235294117647,12.373913043478261,identity,53Q_depth_Rochester_small_None_1_1.5_no.1
rochester,3.7698412698412698,6.75,sa,53Q_depth_Rochester_small_None_4_2.55_no.6
rochester,4.648148148148148,5.190283400809717,sabre,53Q_gate_Rochester_large_2_10_1.5_no.7
rochester,6.642857142857143,7.586466165413534,sa,53Q_depth_Rochester_large_None_4_2.55_no.3
sycamore,4.515625,6.582089552238806,identity,53Q_depth_Sycamore_large_None_10_1.5_no.9
sycamore,5.197080291970803,5.745721271393643,identity,53Q_depth_Sycamore_small_None_5_2.55_no.5
rochester,3.3555555555555556,4.78,sa,53Q_gate_Rochester_large_2_4_1.5_no.3
rochester,4.456521739130435,12.03448275862069,random,53Q_gate_Rochester_large_2_1_1.5_no.6
rochester,2.272727272727273,7.607361963190184,sabre,53Q_depth_Rochester_large_None_2_2.55_no.6
rochester,7.113924050632911,6.179245283018868,identity,53Q_gate_Rochester_large_1_15_1.5_no.5
sycamore,3.6144578313253013,4.967479674796748,sa,53Q_depth_Sycamore_small_None_10_1.5_no.3
sycamore,3.473684210526316,6.106617647058823,random,53Q_depth_Sycamore_large_None_3_1.5_no.0
rochester,4.962264150943396,4.862204724409449,sabre,53Q_gate_Rochester_large_2_10_1.5_no.9
tokyo,1.6307692307692307,2.1454545454545455,sabre,20Q_gate_Tokyo_large_1_1_1.5_no.3
tokyo,2.4468085106382977,2.457943925233645,sabre,20Q_gate_Tokyo_large_2_3_1.5_no.7
sycamore,4.138297872340425,4.985207100591716,sa,53Q_gate_Sycamore_large_2_15_1.5_no.3
rochester,8.289855072463768,7.603658536585366,random,53Q_gate_Rochester_large_2_15_1.5_no.0
rochester,6.879518072289157,6.153225806451613,sabre,53Q_gate_Rochester_small_1_20_1.5_no.5
rochester,2.763157894736842,7.492857142857143,sabre,53Q_depth_Rochester_small_None_2_1.5_no.9
tokyo,1.7407407407407407,2.447674418604651,sabre,20Q_depth_Tokyo_large_None_3_2.55_no.3
tokyo,2.0294117647058822,1.9078947368421053,sabre,20Q_gate_Tokyo_large_2_1_1.5_no.2
tokyo,1.9,2.642857142857143,sabre,20Q_gate_Tokyo_large_1_3_1.5_no.6
tokyo,2.0,2.794392523364486,random,20Q_depth_Tokyo_large_None_1_2.55_no.1
tokyo,1.7089201877934272,2.106194690265487,sabre,20Q_gate_Tokyo_large_1_15_1.5_no.4
rochester,7.686567164179104,9.861209964412812,identity,53Q_depth_Rochester_large_None_4_1.5_no.0
rochester,5.735294117647059,11.932692307692308,identity,53Q_gate_Rochester_large_1_0_1.5_no.8
tokyo,1.5606060606060606,3.032258064516129,identity,20Q_gate_Tokyo_large_1_1_1.5_no.5
sycamore,3.6666666666666665,7.348214285714286,identity,53Q_gate_Sycamore_small_2_2_1.5_no.2
sycamore,4.769230769230769,6.742857142857143,random,53Q_depth_Sycamore_large_None_1_2.55_no.2
sycamore,4.381818181818182,4.278048780487805,sabre,53Q_gate_Sycamore_small_2_5_1.5_no.2
tokyo,2.9615384615384617,2.9672131147540983,identity,20Q_gate_Tokyo_large_1_0_1.5_no.0
sycamore,3.1666666666666665,5.333333333333333,sa,53Q_gate_Sycamore_small_1_3_1.5_no.0
sycamore,4.448979591836735,4.506024096385542,sabre,53Q_gate_Sycamore_small_2_4_1.5_no.7
sycamore,3.25,5.348837209302325,sa,53Q_gate_Sycamore_small_2_1_1.5_no.4
sycamore,3.7819905213270144,5.0773809523809526,sa,53Q_depth_Sycamore_large_None_5_2.55_no.5
sycamore,3.2018348623853212,3.8369565217391304,sabre,53Q_depth_Sycamore_large_None_5_1.5_no.2
tokyo,1.7675675675675675,1.717741935483871,sa,20Q_gate_Tokyo_large_1_15_1.5_no.9
sycamore,4.929577464788732,5.742647058823529,random,53Q_gate_Sycamore_large_2_10_1.5_no.3
sycamore,3.4523809523809526,4.912162162162162,sa,53Q_gate_Sycamore_small_2_3_1.5_no.1
sycamore,4.171428571428572,5.421052631578948,sa,53Q_gate_Sycamore_small_1_1_1.5_no.5
sycamore,6.4375,6.714285714285714,identity,53Q_gate_Sycamore_small_1_1_1.5_no.8
sycamore,5.774647887323944,4.670940170940171,random,53Q_gate_Sycamore_large_1_25_1.5_no.3
sycamore,4.413793103448276,6.776504297994269,random,53Q_depth_Sycamore_large_None_4_2.55_no.4
tokyo,2.389776357827476,2.6241007194244603,identity,20Q_gate_Tokyo_large_1_25_1.5_no.5
rochester,5.666666666666667,7.719457013574661,sa,53Q_depth_Rochester_large_None_4_2.55_no.0
rochester,4.9605263157894735,7.7215189873417724,sabre,53Q_depth_Rochester_small_None_4_1.5_no.3
rochester,6.808219178082192,5.851955307262569,sa,53Q_gate_Rochester_large_1_15_1.5_no.6
rochester,2.9657142857142857,7.521186440677966,sa,53Q_depth_Rochester_small_None_4_2.55_no.5
sycamore,6.705263157894737,5.258064516129032,sa,53Q_depth_Sycamore_large_None_4_2.55_no.7
sycamore,4.368421052631579,3.714723926380368,sabre,53Q_gate_Sycamore_large_1_10_1.5_no.6
rochester,5.678571428571429,8.768115942028986,random,53Q_gate_Rochester_small_2_15_1.5_no.4
tokyo,2.18796992481203,2.8962264150943398,identity,20Q_depth_Tokyo_large_None_4_1.5_no.8
sycamore,3.466666666666667,4.884892086330935,sabre,53Q_gate_Sycamore_large_2_2_1.5_no.3
tokyo,1.6534090909090908,2.7837837837837838,sabre,20Q_depth_Tokyo_large_None_2_2.55_no.1
tokyo,1.275229357798165,1.9517241379310344,sa,20Q_depth_Tokyo_large_None_4_1.5_no.3
tokyo,1.4246153846153846,2.892116182572614,random,20Q_depth_Tokyo_large_None_5_2.55_no.0
sycamore,4.8,6.046242774566474,identity,53Q_gate_Sycamore_small_1_5_1.5_no.7
sycamore,2.5625,3.8972602739726026,sabre,53Q_gate_Sycamore_large_2_3_1.5_no.6
rochester,3.5492957746478875,4.878289473684211,sabre,53Q_gate_Rochester_small_2_15_1.5_no.5
rochester,4.0,8.0561797752809,sa,53Q_depth_Rochester_small_None_5_1.5_no.1
sycamore,3.257142857142857,4.865384615384615,sabre,53Q_gate_Sycamore_large_2_0_1.5_no.9
tokyo,2.1942148760330578,2.716577540106952,random,20Q_gate_Tokyo_large_2_25_1.5_no.4
rochester,7.379310344827586,13.067415730337078,random,53Q_gate_Rochester_small_2_2_1.5_no.7
rochester,9.272727272727273,11.522058823529411,identity,53Q_depth_Rochester_small_None_2_1.5_no.6
rochester,4.310126582278481,4.140825035561877,sabre,53Q_gate_Rochester_large_1_25_1.5_no.9
tokyo,1.5875706214689265,2.070631970260223,sa,20Q_depth_Tokyo_large_None_5_2.55_no.8
sycamore,6.383333333333334,6.411483253588517,identity,53Q_depth_Sycamore_large_None_2_2.55_no.2
sycamore,4.2,3.9818913480885314,sa,53Q_gate_Sycamore_large_1_15_1.5_no.9
sycamore,6.584905660377358,5.84,identity,53Q_gate_Sycamore_large_1_4_1.5_no.4
rochester,6.936507936507937,7.335593220338983,random,53Q_gate_Rochester_large_1_10_1.5_no.0
rochester,4.553719008264463,3.257553956834532,sabre,53Q_gate_Rochester_large_1_25_1.5_no.7
tokyo,2.263157894736842,2.62,random,20Q_gate_Tokyo_large_1_2_1.5_no.7
rochester,4.860215053763441,5.05720823798627,sa,53Q_gate_Rochester_small_2_25_1.5_no.2
sycamore,4.297029702970297,3.823960880195599,sa,53Q_gate_Sycamore_small_1_15_1.5_no.5
rochester,4.381818181818182,11.308370044052863,random,53Q_depth_Rochester_large_None_4_1.5_no.2
rochester,7.717948717948718,10.85,identity,53Q_gate_Rochester_small_2_4_1.5_no.8
sycamore,4.371134020618556,4.973404255319149,random,53Q_gate_Sycamore_small_2_15_1.5_no.1
tokyo,2.2045454545454546,2.78021978021978,sabre,20Q_depth_Tokyo_large_None_1_1.5_no.5
tokyo,1.927927927927928,3.4216867469879517,random,20Q_depth_Tokyo_large_None_1_2.55_no.2
rochester,5.26595744680851,10.304635761589404,random,53Q_depth_Rochester_small_None_10_2.55_no.1
sycamore,3.9285714285714284,4.100671140939597,sabre,53Q_depth_Sycamore_large_None_1_1.5_no.1
rochester,3.2708333333333335,6.378378378378378,sa,53Q_gate_Rochester_large_2_5_1.5_no.2
rochester,5.961904761904762,5.814814814814815,identity,53Q_gate_Rochester_small_1_25_1.5_no.7
rochester,7.090909090909091,10.785714285714286,random,53Q_depth_Rochester_small_None_2_1.5_no.0
tokyo,2.037037037037037,3.1076923076923078,identity,20Q_depth_Tokyo_large_None_4_1.5_no.6
sycamore,3.108045977011494,6.666214382632293,identity,53Q_depth_Sycamore_small_None_10_2.55_no.9
rochester,3.472972972972973,10.543478260869565,random,53Q_gate_Rochester_small_1_5_1.5_no.0
sycamore,5.427272727272728,6.71875,identity,53Q_depth_Sycamore_small_None_4_2.55_no.1
rochester,6.328767123287672,6.098214285714286,sa,53Q_gate_Rochester_small_1_20_1.5_no.4
rochester,2.3863636363636362,7.098360655737705,sabre,53Q_gate_Rochester_large_1_0_1.5_no.1
sycamore,3.5833333333333335,5.459821428571429,sa,53Q_depth_Sycamore_large_None_2_1.5_no.2
sycamore,3.2666666666666666,8.233333333333333,random,53Q_gate_Sycamore_large_2_0_1.5_no.1
sycamore,1.988235294117647,7.896551724137931,identity,53Q_gate_Sycamore_small_2_0_1.5_no.7
sycamore,6.367924528301887,6.162790697674419,identity,53Q_gate_Sycamore_large_2_20_1.5_no.8
rochester,7.726027397260274,7.385474860335195,random,53Q_gate_Rochester_large_1_15_1.5_no.6
rochester,7.942857142857143,10.857142857142858,identity,53Q_gate_Rochester_small_2_2_1.5_no.8
sycamore,6.796610169491525,6.298013245033113,identity,53Q_depth_Sycamore_large_None_4_2.55_no.8
rochester,5.790697674418604,6.75,sabre,53Q_depth_Rochester_large_None_2_1.5_no.7
tokyo,1.7666666666666666,2.521613832853026,identity,20Q_gate_Tokyo_large_2_25_1.5_no.0
rochester,5.9753086419753085,8.36046511627907,identity,53Q_gate_Rochester_large_2_10_1.5_no.4
sycamore,2.2936802973977697,5.032418952618454,sabre,53Q_depth_Sycamore_large_None_4_2.55_no.5
rochester,5.6875,13.75,random,53Q_gate_Rochester_small_1_0_1.5_no.6
tokyo,2.191256830601093,2.6132075471698113,identity,20Q_gate_Tokyo_large_1_15_1.5_no.8
sycamore,4.197802197802198,4.953488372093023,sabre,53Q_depth_Sycamore_small_None_2_2.55_no.4
sycamore,3.732394366197183,4.055147058823529,sabre,53Q_gate_Sycamore_large_2_10_1.5_no.3
sycamore,2.904109589041096,4.236111111111111,sabre,53Q_depth_Sycamore_small_None_5_1.5_no.8
rochester,4.098360655737705,5.260273972602739,sa,53Q_gate_Rochester_large_1_5_1.5_no.8
sycamore,2.2323232323232323,7.241935483870968,random,53Q_gate_Sycamore_small_2_2_1.5_no.9
sycamore,4.163636363636364,7.044776119402985,identity,53Q_gate_Sycamore_small_2_4_1.5_no.8
rochester,3.1818181818181817,5.15625,sabre,53Q_gate_Rochester_small_1_2_1.5_no.9
sycamore,4.785714285714286,7.811475409836065,random,53Q_depth_Sycamore_small_None_1_2.55_no.1
tokyo,1.88,2.7191011235955056,identity,20Q_gate_Tokyo_large_2_4_1.5_no.5
sycamore,3.081081081081081,4.378947368421053,sabre,53Q_gate_Sycamore_small_1_0_1.5_no.2
rochester,4.972222222222222,6.18796992481203,sabre,53Q_depth_Rochester_small_None_1_1.5_no.5
rochester,4.395833333333333,6.2682926829268295,sa,53Q_gate_Rochester_large_2_10_1.5_no.0
tokyo,2.135135135135135,2.836206896551724,identity,20Q_gate_Tokyo_large_2_5_1.5_no.0
sycamore,3.323529411764706,4.420560747663552,sabre,53Q_gate_Sycamore_small_1_1_1.5_no.7
tokyo,1.3854166666666667,1.8406593406593406,sa,20Q_depth_Tokyo_large_None_3_1.5_no.9
sycamore,5.204545454545454,7.578571428571428,random,53Q_gate_Sycamore_small_2_2_1.5_no.7
sycamore,2.3908045977011496,5.082706766917293,sabre,53Q_gate_Sycamore_small_1_2_1.5_no.8
rochester,6.083333333333333,8.411764705882353,random,53Q_gate_Rochester_small_2_10_1.5_no.2
rochester,3.0833333333333335,5.380952380952381,sabre,53Q_gate_Rochester_small_1_2_1.5_no.7
rochester,3.96875,5.748201438848921,sabre,53Q_gate_Rochester_large_2_4_1.5_no.1
sycamore,2.693121693121693,4.914634146341464,sabre,53Q_depth_Sycamore_small_None_5_1.5_no.6
sycamore,5.72,5.989473684210527,random,53Q_gate_Sycamore_large_1_4_1.5_no.1
rochester,3.085714285714286,5.702702702702703,sa,53Q_gate_Rochester_small_2_3_1.5_no.0
tokyo,2.0296296296296297,2.9384615384615387,random,20Q_depth_Tokyo_large_None_4_1.5_no.6
rochester,3.8688524590163933,7.295454545454546,sabre,53Q_depth_Rochester_small_None_2_2.55_no.5
tokyo,1.9382716049382716,2.7142857142857144,random,20Q_gate_Tokyo_large_1_20_1.5_no.2
rochester,4.235294117647059,8.241379310344827,sa,53Q_gate_Rochester_large_1_1_1.5_no.0
sycamore,3.883495145631068,5.153846153846154,sa,53Q_gate_Sycamore_small_2_20_1.5_no.9
tokyo,1.8065843621399178,2.422857142857143,sabre,20Q_gate_Tokyo_large_1_20_1.5_no.2
tokyo,1.9937888198757765,2.25938566552901,sa,20Q_gate_Tokyo_large_2_20_1.5_no.2
sycamore,5.722222222222222,6.266187050359712,identity,53Q_gate_Sycamore_large_2_1_1.5_no.4
sycamore,4.030927835051546,4.663072776280323,sa,53Q_gate_Sycamore_large_2_20_1.5_no.5
sycamore,6.181818181818182,7.9,random,53Q_gate_Sycamore_small_1_0_1.5_no.5
tokyo,1.7755102040816326,2.096774193548387,sabre,20Q_depth_Tokyo_large_None_1_1.5_no.2
rochester,4.185185185185185,7.328767123287672,sabre,53Q_gate_Rochester_small_2_0_1.5_no.5
sycamore,3.5086206896551726,4.448275862068965,sabre,53Q_depth_Sycamore_small_None_3_2.55_no.5
